Title,MPAA Rating,Budget,Gross,Release Date,Genre,Runtime,Rating,Rating Count,Summary,Net Profit,ROI
Jurassic Park III,PG-13,93000000.0,368780809.0,2001-07-18,Adventure,92.0,7.4,985292.0,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the islands new inhabitants.",275780809.0,2.9653850430107527
The Lord of the Rings: The Fellowship of the Ring,PG-13,93000000.0,871368364.0,2001-12-18,Fantasy,178.0,8.8,1545228.0,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,778368364.0,8.369552301075268
The Mummy Returns,PG-13,98000000.0,433013274.0,2001-04-28,Adventure,130.0,6.3,287749.0,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",335013274.0,3.4185027959183674
Planet of the Apes,PG-13,100000000.0,362211740.0,2001-07-25,Science Fiction,119.0,5.7,203564.0,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",262211740.0,2.6221174
Lara Croft: Tomb Raider,PG-13,115000000.0,274703340.0,2001-06-11,Adventure,100.0,5.8,188607.0,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.,159703340.0,1.388724695652174
"Monsters, Inc.",G,115000000.0,562816256.0,2001-11-01,Comedy,92.0,8.0,758349.0,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",447816256.0,3.8940544
Harry Potter and the Sorcerer's Stone,PG,125000000.0,975100000.0,2001-11-04,Fantasy,152.0,7.6,583224.0,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",850100000.0,6.8008
Pearl Harbor,PG-13,140000000.0,449220945.0,2001-05-21,War,183.0,6.2,297066.0,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,309220945.0,2.208721035714286
My Big Fat Greek Wedding,PG,5000000.0,368744044.0,2002-02-22,Comedy,95.0,6.5,114907.0,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,363744044.0,72.7488088
Sweet Home Alabama,PG-13,30000000.0,180622424.0,2002-09-26,Romance,108.0,6.2,96978.0,"A young woman whos reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband, after seven years of separation.",150622424.0,5.020747466666666
The Ring,PG-13,48000000.0,249348933.0,2002-10-18,Horror,115.0,7.1,303397.0,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.,201348933.0,4.1947694375
Mr. Deeds,PG-13,50000000.0,171269535.0,2002-06-28,Comedy,96.0,5.8,129182.0,"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.",121269535.0,2.4253907
Ice Age,PG,59000000.0,383257136.0,2002-03-10,Animation,81.0,7.5,411963.0,"Set during the Ice Age, a sabertooth tiger, a sloth, and a wooly mammoth find a lost human infant, and they try to return him to his tribe.",324257136.0,5.495883661016949
The Bourne Identity,PG-13,60000000.0,214034224.0,2002-06-14,Action,119.0,7.9,481712.0,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",154034224.0,2.567237066666667
Austin Powers in Goldmember,PG-13,63000000.0,296655431.0,2002-07-26,Science Fiction,94.0,6.2,186825.0,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.",233655431.0,3.708816365079365
The Santa Clause 2,G,65000000.0,172855065.0,2002-10-31,Family,104.0,5.6,45755.0,"Scott Calvin has been a humble Santa Claus for nearly ten years, but it might come to an end if he doesnt find a Mrs. Claus.",107855065.0,1.6593086923076923
xXx,PG-13,70000000.0,277448382.0,2002-08-09,Adventure,124.0,5.9,167855.0,"An extreme sports athlete, Xander Cage, is recruited by the government on a special mission.",207448382.0,2.963548314285714
Signs,PG-13,72000000.0,408247917.0,2002-08-02,Science Fiction,106.0,6.7,321975.0,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,336247917.0,4.670109958333334
The Lord of the Rings: The Two Towers,PG-13,79000000.0,926287400.0,2002-12-18,Fantasy,179.0,8.7,1383826.0,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Saurons new ally, Saruman, and his hordes of Isengard.",847287400.0,10.725156962025316
Lilo & Stitch,PG,80000000.0,145771527.0,2002-06-21,Animation,85.0,6.7,351725.0, A Hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive.,65771527.0,0.8221440875
Scooby-Doo,PG,84000000.0,275650703.0,2002-06-14,Mystery,88.0,5.0,90185.0,"After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on.",191650703.0,2.281555988095238
Harry Potter and the Chamber of Secrets,PG,100000000.0,876688482.0,2002-11-13,Fantasy,161.0,7.4,505027.0,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.,776688482.0,7.76688482
Minority Report,PG-13,102000000.0,358372926.0,2002-06-20,Science Fiction,145.0,7.6,477892.0,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",256372926.0,2.5134600588235294
Star Wars: Episode II - Attack of the Clones,PG-13,120000000.0,649398328.0,2002-05-15,Science Fiction,142.0,6.6,587304.0,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmï¿½ Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.",529398328.0,4.411652733333334
Spider-Man,PG-13,139000000.0,821708551.0,2002-05-01,Fantasy,121.0,7.3,652224.0,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",682708551.0,4.911572309352518
Men in Black 2,PG-13,140000000.0,441800000.0,2002-07-03,Action,88.0,7.4,489354.0,Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.,301800000.0,2.1557142857142857
Die Another Day,PG-13,140000000.0,431971116.0,2002-11-17,Adventure,133.0,6.1,194441.0,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",291971116.0,2.0855079714285716
Bringing Down the House,PG-13,20000000.0,132675402.0,2003-03-07,Comedy,105.0,5.6,33619.0,"When a lonely guy meets a woman on the internet who happens to be in prison, she breaks out to get him to prove her innocence, and proceeds to wreak havoc on his middle-class life.",112675402.0,5.6337701
Elf,PG,32000000.0,173398518.0,2003-10-09,Comedy,97.0,6.9,194453.0,"After discovering he is a human, a man raised as an elf at the North Pole decides to travel to New York City to locate his real father.",141398518.0,4.4187036875
Spy Kids 3-D: Game Over,PG,38000000.0,197011982.0,2003-07-25,Family,84.0,4.2,50809.0,"Carmens caught in a virtual reality game designed by the Kids new nemesis, the Toymaker. Its up to Juni to save his sister, and ultimately the world.",159011982.0,4.184525842105264
Cheaper by the Dozen,PG,40000000.0,190212113.0,2003-12-24,Comedy,98.0,5.8,88445.0,"With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.",150212113.0,3.755302825
Anger Management,PG-13,75000000.0,195745823.0,2003-04-11,Comedy,106.0,6.2,194353.0,"Dave Buznik is a businessman who is wrongly sentenced to an anger management program, where he meets an aggressive instructor.",120745823.0,1.6099443066666668
2 Fast 2 Furious,PG-13,76000000.0,236350661.0,2003-06-05,Thriller,107.0,5.9,236645.0,Former cop Brian OConner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.,160350661.0,2.1098771184210525
Bruce Almighty,PG-13,80000000.0,484572835.0,2003-05-23,Comedy,101.0,6.7,351725.0,A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.,404572835.0,5.0571604375
S.W.A.T.,PG-13,80000000.0,116643346.0,2003-08-08,Crime,117.0,6.0,132856.0,"An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.s Special Weapons and Tactics team can prevent it.",36643346.0,0.458041825
Something's Gotta Give,PG-13,80000000.0,266728738.0,2003-12-12,Drama,128.0,6.7,105201.0,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.,186728738.0,2.334109225
Seabiscuit,PG-13,87000000.0,148336445.0,2003-07-22,Drama,141.0,7.3,63813.0,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,61336445.0,0.7050166091954023
Finding Nemo,G,94000000.0,940335536.0,2003-05-30,Animation,100.0,8.1,887773.0,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",846335536.0,9.003569531914893
The Lord of the Rings: The Return of the King,PG-13,94000000.0,1118888979.0,2003-12-01,Fantasy,201.0,8.9,1529953.0,Gandalf and Aragorn lead the World of Men against Saurons army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,1024888979.0,10.903074244680852
X2: X-Men United,PG-13,110000000.0,407700000.0,2003-05-02,Action,133.0,7.4,489354.0,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.",297700000.0,2.7063636363636365
Bad Boys II,R,130000000.0,273339556.0,2003-07-18,Comedy,147.0,6.6,210294.0,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.,143339556.0,1.1026119692307692
Hulk,PG-13,137000000.0,245360480.0,2003-06-19,Science Fiction,138.0,5.6,242722.0,"Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.",108360480.0,0.7909524087591241
Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,140000000.0,655011224.0,2003-07-09,Adventure,143.0,8.0,976208.0,"Blacksmith Will Turner teams up with eccentric pirate Captain Jack Sparrow to save his love, the governors daughter, from Jacks former pirate allies, who are now undead.",515011224.0,3.6786516
The Last Samurai,R,140000000.0,456758981.0,2003-12-05,War,154.0,7.7,376039.0,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,316758981.0,2.26256415
The Matrix Reloaded,R,150000000.0,738599701.0,2003-05-15,Science Fiction,138.0,7.2,487328.0,"Following the events of The Matrix (1999), Neo and the rebel leaders estimate they have 72 hours until 250,000 probes discover Zion and destroy it and its inhabitants. Neo must decide how he can save Trinity from a dark fate in his dreams.",588599701.0,3.923998006666667
The Matrix Revolutions,R,150000000.0,424988211.0,2003-11-05,Science Fiction,129.0,6.7,423134.0,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,274988211.0,1.83325474
Terminator 3: Rise of the Machines,R,200000000.0,435000000.0,2003-07-02,Thriller,109.0,6.3,357127.0,A cybernetic warrior from a post-apocalyptic future travels back in time to protect a 25-year old drifter and his future wife from a most advanced robotic assassin and to ensure they both survive a nuclear attack.,235000000.0,1.175
Fahrenheit 9/11,R,6000000.0,119114517.0,2004-06-25,Drama,122.0,7.5,123244.0,Michael Moores view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,113114517.0,18.8524195
DodgeBall: A True Underdog Story,PG-13,20000000.0,167722310.0,2004-06-18,Comedy,92.0,6.1,232864.0, A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,147722310.0,7.3861155
The Passion of the Christ,R,30000000.0,611899420.0,2004-02-25,Drama,127.0,7.1,203486.0,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",581899420.0,19.396647333333334
The Village,PG-13,60000000.0,256697520.0,2004-07-30,Drama,108.0,6.5,231358.0,A series of events tests the beliefs of a small isolated countryside village.,196697520.0,3.278292
50 First Dates,PG-13,75000000.0,196482882.0,2004-02-13,Comedy,99.0,6.8,308950.0,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think hes finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day.",121482882.0,1.61977176
The Bourne Supremacy,PG-13,75000000.0,288500217.0,2004-07-23,Action,108.0,7.7,412796.0,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",213500217.0,2.84666956
Shark Tale,PG,75000000.0,367275019.0,2004-09-20,Animation,90.0,6.0,157494.0,"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.",292275019.0,3.897000253333333
Meet the Fockers,PG-13,80000000.0,516642939.0,2004-12-22,Comedy,115.0,6.3,241144.0,All hell breaks loose when the Byrnes family meets the Focker family for the first time.,436642939.0,5.4580367375
The Incredibles,PG,92000000.0,631442092.0,2004-11-05,Animation,115.0,8.0,617102.0,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",539442092.0,5.863501
National Treasure,PG,100000000.0,347451894.0,2004-11-19,Mystery,131.0,6.8,289084.0,A historian races to find the legendary Templar Treasure before a team of mercenaries.,247451894.0,2.47451894
Ocean's Twelve,PG-13,110000000.0,362744280.0,2004-12-09,Thriller,125.0,6.5,337180.0,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Oceans 11.,252744280.0,2.2976752727272727
"I, Robot",PG-13,120000000.0,347234916.0,2004-07-15,Science Fiction,115.0,7.1,472748.0,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.",227234916.0,1.8936243
The Day After Tomorrow,PG-13,125000000.0,544272402.0,2004-05-26,Action,124.0,6.4,393340.0,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.",419272402.0,3.354179216
Harry Potter and the Prisoner of Azkaban,PG,130000000.0,789804554.0,2004-05-31,Fantasy,141.0,7.9,501648.0,"Its Harrys third year at Hogwarts; not only does he have a new Defense Against the Dark Arts teacher, but there is also trouble brewing. Convicted murderer Sirius Black has escaped the Wizards Prison and is coming after Harry.",659804554.0,5.075419646153846
Lemony Snicket's A Series of Unfortunate Events,PG,140000000.0,209073645.0,2004-12-16,Comedy,108.0,6.8,187021.0,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents vast fortune.",69073645.0,0.49338317857142855
Shrek 2,PG,150000000.0,919838758.0,2004-05-19,Animation,93.0,7.2,391295.0,Princess Fionas parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.,769838758.0,5.132258386666667
Van Helsing,PG-13,160000000.0,300257475.0,2004-05-05,Horror,132.0,6.1,232864.0,The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankensteins research and a werewolf for some sinister purpose.,140257475.0,0.87660921875
The Polar Express,G,165000000.0,305875730.0,2004-11-10,Animation,100.0,6.6,158237.0,"On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",140875730.0,0.8537923030303031
Troy,R,175000000.0,497409852.0,2004-05-13,War,163.0,7.2,460689.0,"An adaptation of Homers great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.",322409852.0,1.8423420114285713
Spider-Man 2,PG-13,200000000.0,783766341.0,2004-06-25,Action,127.0,7.3,511447.0,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,583766341.0,2.918831705
The 40 Year Old Virgin,R,26000000.0,109449237.0,2005-08-11,Comedy,116.0,7.7,500448.0,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",83449237.0,3.2095860384615387
Walk the Line,PG-13,28000000.0,186438883.0,2005-09-13,Drama,136.0,7.8,218317.0,"A chronicle of country music legend Johnny Cashs life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",158438883.0,5.658531535714285
Wedding Crashers,R,40000000.0,285176741.0,2005-07-14,Comedy,119.0,6.9,318291.0,"John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.",245176741.0,6.129418525
Flightplan,PG-13,55000000.0,223387299.0,2005-09-22,Thriller,98.0,6.3,145570.0,"A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, and nobody will admit she was ever on the plane.",168387299.0,3.0615872545454543
The Pacifier,PG,56000000.0,113006880.0,2005-03-04,Comedy,95.0,5.6,82064.0,"Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids house.",57006880.0,1.01798
Hitch,PG-13,70000000.0,368100420.0,2005-02-10,Comedy,118.0,6.6,282005.0,"While helping his latest client woo the woman of his dreams, a professional date doctor finds that his game doesnt quite work on the gossip columnist with whom hes smitten.",298100420.0,4.258577428571429
Robots,PG,75000000.0,260696994.0,2005-03-10,Animation,91.0,6.3,124743.0,"In a robot world, a young idealistic inventor travels to the big city to join his inspirations company, only to find himself opposing its sinister new management.",185696994.0,2.47595992
Madagascar,PG,75000000.0,532680671.0,2005-05-25,Animation,86.0,6.9,340576.0,"A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.",457680671.0,6.1024089466666664
The Longest Yard,PG-13,82000000.0,190320568.0,2005-05-19,Drama,113.0,6.4,153016.0,Prison inmates form a football team to challenge the prison guards.,108320568.0,1.3209825365853658
Fantastic Four,PG-13,100000000.0,330579719.0,2005-06-29,Action,106.0,5.7,300723.0,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",230579719.0,2.30579719
Fun with Dick and Jane,PG-13,100000000.0,202026112.0,2005-12-21,Comedy,90.0,6.1,126990.0,"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.",102026112.0,1.02026112
Mr. & Mrs. Smith,PG-13,110000000.0,478207520.0,2005-06-07,Comedy,120.0,6.7,150380.0,,368207520.0,3.347341090909091
Star Wars: Episode III - Revenge of the Sith,PG-13,113000000.0,850000000.0,2005-05-17,Science Fiction,140.0,7.5,653713.0,"Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.",737000000.0,6.522123893805309
War of the Worlds,PG-13,132000000.0,591739379.0,2005-06-28,Science Fiction,116.0,6.5,394088.0,"As Earth is invaded by alien tripod fighting machines, one family fights for survival in this sci-fi action film.",459739379.0,3.4828740833333334
Batman Begins,PG-13,150000000.0,374218673.0,2005-06-10,Action,140.0,8.2,1222163.0,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",224218673.0,1.4947911533333333
Charlie and the Chocolate Factory,PG,150000000.0,474968763.0,2005-07-13,Family,115.0,6.6,397238.0,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the worlds most unusual candy maker.",324968763.0,2.16645842
Chicken Little,G,150000000.0,314432665.0,2005-11-04,Animation,81.0,5.7,80293.0,"After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion.",164432665.0,1.0962177666666666
Harry Potter and the Goblet of Fire,PG-13,150000000.0,895921036.0,2005-11-05,Fantasy,157.0,7.7,500448.0,"A young wizard finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",745921036.0,4.9728069066666665
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,180000000.0,748806957.0,2005-12-07,Fantasy,143.0,6.9,345525.0,Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,568806957.0,3.16003865
King Kong,PG-13,207000000.0,550000000.0,2005-12-14,Adventure,187.0,7.2,372684.0,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",343000000.0,1.6570048309178744
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,18000000.0,261572744.0,2006-11-01,Comedy,82.0,7.3,336918.0,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.",243572744.0,13.531819111111112
The Devil Wears Prada,PG-13,35000000.0,326551094.0,2006-06-30,Comedy,109.0,6.9,346453.0,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",291551094.0,8.330031257142856
Scary Movie 4,PG-13,45000000.0,178262620.0,2006-04-13,Comedy,83.0,5.0,108367.0,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien Tr-iPods are invading the world and she has to uncover the secret in order to stop them.",133262620.0,2.9613915555555557
The Break-Up,PG-13,52000000.0,204999686.0,2006-06-01,Romance,106.0,5.8,119027.0,"In a bid to keep their luxurious condo from their significant other, a couples break-up proceeds to get uglier and nastier by the moment.",152999686.0,2.9423016538461537
The Pursuit of Happyness,PG-13,55000000.0,307077295.0,2006-12-14,Drama,117.0,8.0,414068.0,A struggling salesman takes custody of his son as hes poised to begin a life-changing professional career.,252077295.0,4.583223545454546
Dreamgirls,PG-13,70000000.0,154937680.0,2006-12-25,Drama,134.0,6.5,65268.0,"A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.",84937680.0,1.2133954285714286
Talladega Nights: The Ballad of Ricky Bobby,PG-13,72500000.0,162966177.0,2006-08-04,Comedy,116.0,6.6,157099.0,"Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobbys talent and devotion are put to the test.",90466177.0,1.2478093379310344
Ice Age: The Meltdown,PG,80000000.0,660940780.0,2006-03-23,Animation,91.0,6.8,240160.0,"Manny, Sid, and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny, in fact, is not the last of the woolly mammoths.",580940780.0,7.26175975
Over the Hedge,PG,80000000.0,343397247.0,2006-04-22,Animation,83.0,6.7,150380.0,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.",263397247.0,3.2924655875
Click,PG-13,82500000.0,237681299.0,2006-06-22,Comedy,107.0,6.4,288262.0,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,155181299.0,1.8809854424242425
The Departed,R,90000000.0,289847354.0,2006-10-05,Drama,151.0,8.5,1101383.0,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,199847354.0,2.2205261555555555
Happy Feet,PG,100000000.0,384335608.0,2006-11-16,Animation,108.0,6.4,160365.0,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",284335608.0,2.84335608
Night at the Museum,PG,110000000.0,574480841.0,2006-10-20,Family,108.0,6.4,292901.0,A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,464480841.0,4.2225531
Cars,G,120000000.0,461983149.0,2006-06-08,Animation,117.0,7.1,338715.0,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",341983149.0,2.849859575
The Da Vinci Code,PG-13,125000000.0,767820459.0,2006-05-17,Mystery,149.0,6.6,378434.0,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.",642820459.0,5.142563672
Mission: Impossible III,PG-13,150000000.0,397850012.0,2006-05-03,Adventure,126.0,6.9,311936.0,IMF Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancee in response.,247850012.0,1.6523334133333334
Casino Royale,PG-13,150000000.0,599045960.0,2006-11-14,Thriller,144.0,8.0,546930.0,"Armed with a license to kill, Secret Agent James Bond sets out on his first mission as 007, and must defeat a private banker to terrorists in a high stakes game of poker at Casino Royale, Montenegro, but things are not what they seem.",449045960.0,2.9936397333333336
Pirates of the Caribbean: Dead Man's Chest,PG-13,200000000.0,1065659812.0,2006-06-20,Adventure,151.0,7.3,622392.0,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones service, as other friends and foes seek the heart for their own agenda as well.",865659812.0,4.32829906
X-Men: The Last Stand,PG-13,210000000.0,459359555.0,2006-05-24,Action,104.0,6.7,461302.0,"The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",249359555.0,1.1874264523809523
Superman Returns,PG-13,270000000.0,391081192.0,2006-06-28,Action,154.0,6.0,262915.0,"Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.",121081192.0,0.44844885925925926
Juno,PG-13,7500000.0,231411584.0,2007-12-05,Comedy,96.0,7.4,471466.0,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",223911584.0,29.854877866666666
Knocked Up,R,30000000.0,219076518.0,2007-06-01,Comedy,129.0,6.9,335994.0,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him shes pregnant with his child.",189076518.0,6.3025506
Wild Hogs,PG-13,60000000.0,253625427.0,2007-03-02,Comedy,100.0,5.8,110340.0,"A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.",193625427.0,3.22709045
300,R,60000000.0,454161935.0,2007-03-09,Action,155.0,8.1,681249.0,,394161935.0,6.569365583333333
Alvin and the Chipmunks,PG,60000000.0,361366633.0,2007-12-13,Family,92.0,5.2,71035.0,Three musical chipmunks are discovered by an aspiring songwriter and wants to become famous by using their amazing singing abilities.,301366633.0,5.022777216666666
The Bourne Ultimatum,PG-13,70000000.0,442824138.0,2007-08-03,Action,115.0,8.0,584584.0,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,372824138.0,5.326059114285714
The Simpsons Movie,PG-13,75000000.0,527068851.0,2007-07-25,Comedy,87.0,7.3,296295.0,"After Homer accidentally pollutes the towns water supply, Springfield is encased in a gigantic dome by the EPA and the family are declared fugitives.",452068851.0,6.02758468
Enchanted,PG,85000000.0,340487652.0,2007-11-20,Family,107.0,7.0,167752.0,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.",255487652.0,3.0057370823529412
American Gangster,R,100000000.0,266465037.0,2007-11-02,Crime,157.0,7.8,372553.0,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",166465037.0,1.66465037
Live Free or Die Hard,PG-13,110000000.0,383531464.0,2007-06-20,Thriller,128.0,7.1,375083.0,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,273531464.0,2.486649672727273
Fantastic 4: Rise of the Silver Surfer,PG,130000000.0,289047763.0,2007-06-13,Action,92.0,5.6,241962.0,The Fantastic Four learn that they arent the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,159047763.0,1.2234443307692309
